City,Country,Year,Ds,Event,discipline,category,rank,firstname,lastname,country,yob,Qualification 1 score,Qualification 1 rank,Qualification 2 score,Qualification 2 rank,Qualification score,Qualification rank,Semi-Final score,Semi-Final rank,1/8 score,1/4 score,1/2 score,Small Final score,Final score,Final rank
Moscow,RUS,2021,LBSC,WCH,boulder,Men,49,Alejandro,Crespo Cobos,ESP,1998,,,,,1T4z 2 5,49,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,51,Kipras,Baltrunas,LTU,1992,,,,,1T4z 2 11,51,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,51,Guy,McNamee,CAN,2002,,,,,1T3z 3 5,51,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,53,Don,van Laere,NED,1999,,,,,1T3z 4 6,53,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,53,Reza,Kolasangian,IRI,1992,,,,,1T4z 3 13,53,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,55,Julien,Clémence,SUI,2001,,,,,1T3z 2 5,55,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,55,Chia Hsiang,Lin,TPE,1998,,,,,1T3z 4 13,55,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,57,Jernej,Kruder,SLO,1990,,,,,1T3z 5 5,57,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,57,Mark,Brand,NED,1998,,,,,1T3z 2 11,57,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,59,Nicolai,Uznik,AUT,2000,,,,,1T3z 4 5,59,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,59,Campbell,Harrison,AUS,1997,,,,,1T1z 3 3,59,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,61,Nino,Grünenfelder,SUI,2001,,,,,0T3z 0 8,61,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,61,Fredrik,Serlachius,SWE,1998,,,,,0T5z 0 14,61,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,63,Ben,Abel,AUS,1998,,,,,0T4z 0 4,63,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,63,Stepan,Potucek,CZE,2001,,,,,0T3z 0 13,63,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,65,Carmel,Raz romeo,ISR,2000,,,,,0T4z 0 8,65,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,65,Zach,Richardson,CAN,2001,,,,,0T2z 0 6,65,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,67,Michael,O'Neill,IRL,2000,,,,,0T3z 0 5,67,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,67,Winai,Ruangrit,THA,1996,,,,,0T2z 0 7,67,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,69,Carlos,Granja,ECU,1999,,,,,0T2z 0 9,69,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,69,Mykhayil,Tkachuk,UKR,2000,,,,,0T3z 0 6,69,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,71,Nichol,Tomas,THA,2004,,,,,0T1z 0 3,71,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,71,Teeraphon,Boondech,THA,2001,,,,,0T3z 0 11,71,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,73,Rosen,Ruev,BUL,1998,,,,,0T1z 0 5,73,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,73,Felipe ,Ho Foganholo,BRA,1999,,,,,0T1z 0 5,73,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,73,Joris,Leipus,LTU,1999,,,,,0T3z 0 13,73,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,76,Ciarán,Scanlon,IRL,1995,,,,,0T3z 0 16,76,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,77,Vin,Sukapanpotharam,THA,2005,,,,,0T3z 0 17,77,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,77,Pedro,Egg,BRA,2001,,,,,0T1z 0 6,77,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,79,Samuel Carlos  ,Da Silva,BRA,2002,,,,,0T1z 0 7,79,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,79,WONWOO,HAN,KOR,2003,,,,,0T2z 0 2,79,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,81,MUHAMMET ALİ,KESKİN,TUR,2002,,,,,0T1z 0 8,81,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,81,Alexey,Panfilov,KAZ,1997,,,,,0T2z 0 5,81,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,83,Matin,Bayat,IRI,2000,,,,,0T2z 0 6,83,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,83,Galo ,Hernandez,ECU,2000,,,,,0T1z 0 10,83,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,85,Nickolaie,RIVADENEIRA ,ECU,2001,,,,,0T0z 0 0,85,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,85,Aaron,Peñaranda,ECU,2000,,,,,0T0z 0 0,85,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,85,Kostiantyn,Pavlenko,UKR,1998,,,,,0T0z 0 0,85,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,85,Gaurav,Kumar,IND,1994,,,,,0T0z 0 0,85,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,85,Alex,Mendes Júnior,BRA,1999,,,,,0T0z 0 0,85,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,85,Simon,Potucek,CZE,2001,,,,,0T2z 0 7,85,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,85,FERHAT,BEKMEZ,TUR,2003,,,,,0T0z 0 0,85,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,92,Hritik,Marne,IND,2000,,,,,0T2z 0 8,92,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,93,Dzmitry,Nikanorau,BLR,1997,,,,,0T1z 0 2,93,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,94,Yaroslav,Tkach,UKR,2001,,,,,0T1z 0 6,94,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,95,Jonas,Leffeck,BRA,1992,,,,,0T1z 0 9,95,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,96,Joshua,Bruyns,RSA,2003,,,,,0T1z 0 11,96,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,97,TİMUR,TAŞ,TUR,2001,,,,,0T0z 0 0,97,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,,Colin,Duffy,USA,2003,,,,,DNS,,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,,Peter,Kuric,SVK,2001,,,,,DNS,,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Men,,Ties,Vancraeynest,BEL,2003,,,,,DNS,,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,1,Natalia,Grossman,USA,2001,,,,,4T5z 8 11,1,4T4z 8 8,1,,,,,4T4z 7 7,1
Moscow,RUS,2021,LBSC,WCH,boulder,Women,2,Camilla,Moroni,ITA,2001,,,,,3T4z 7 14,9,4T4z 15 13,2,,,,,4T4z 13 11,2
Moscow,RUS,2021,LBSC,WCH,boulder,Women,3,Stasa,Gejo,SRB,1997,,,,,4T4z 11 6,5,2T4z 4 9,6,,,,,2T4z 5 7,3
Moscow,RUS,2021,LBSC,WCH,boulder,Women,4,Elena,Krasovskaia,RUS,2000,,,,,4T5z 8 8,7,3T4z 8 9,3,,,,,2T3z 2 4,4
Moscow,RUS,2021,LBSC,WCH,boulder,Women,5,Brooke,Raboutou,USA,2001,,,,,5T5z 8 6,1,3T3z 11 11,5,,,,,2T3z 3 4,5
Moscow,RUS,2021,LBSC,WCH,boulder,Women,6,Andrea,Kümin,SUI,1997,,,,,3T5z 5 8,17,3T3z 11 9,4,,,,,1T3z 3 3,6
Moscow,RUS,2021,LBSC,WCH,boulder,Women,7,Fanny,Gibert,FRA,1993,,,,,4T4z 7 6,3,2T4z 7 16,7,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,8,Chloe,Caulier,BEL,1996,,,,,4T5z 8 7,5,2T3z 6 13,8,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,9,Viktoriia,Meshkova,RUS,2000,,,,,5T5z 16 8,3,2T3z 6 14,9,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,10,Lucka,Rakovec,SLO,2001,,,,,3T4z 10 15,13,2T2z 5 5,10,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,11,Ayala,Kerem,ISR,2001,,,,,3T4z 13 13,15,2T2z 7 6,11,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,12,Sofya,Yokoyama,SUI,1998,,,,,2T5z 7 10,19,1T3z 2 11,12,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,13,Futaba,Ito,JPN,2002,,,,,3T5z 6 6,19,1T2z 1 6,13,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,14,Mao,Nakamura,JPN,2000,,,,,3T4z 9 12,11,1T2z 1 15,14,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,15,Vita,Lukan,SLO,2000,,,,,4T5z 16 15,11,1T2z 3 8,15,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,16,Natsuki,Tanii,JPN,2003,,,,,4T4z 14 11,13,1T1z 1 1,16,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,17,Kylie,Cullen,USA,2004,,,,,3T5z 6 11,7,0T3z 0 10,17,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,18,Elnaz,Rekabi,IRI,1989,,,,,4T5z 13 11,9,0T2z 0 5,18,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,19,Johanna,Färber,AUT,1998,,,,,3T5z 3 6,15,0T2z 0 8,19,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,20,Franziska,Sterrer,AUT,1998,,,,,3T3z 8 6,17,0T2z 0 13,20,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,21,Holly,Toothill,GBR,2001,,,,,3T5z 9 12,21,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,21,Afra,Hönig,GER,1995,,,,,2T4z 4 8,21,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,23,Roxana,Wienand,GER,2000,,,,,2T4z 9 22,23,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,23,Hannah,Meul,GER,2001,,,,,3T4z 5 5,23,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,25,Ekaterina,Kipriianova,RUS,1989,,,,,3T4z 5 6,25,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,25,Madison,Fischer,CAN,2001,,,,,2T3z 3 7,25,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,27,Eliska,Adamovska,CZE,2001,,,,,2T3z 6 11,27,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,27,Ryu,NAKAGAWA,JPN,2004,,,,,2T5z 4 10,27,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,29,Mia,Krampl,SLO,2000,,,,,2T5z 5 8,29,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,29,Sienna,Kopf,USA,2002,,,,,2T3z 8 16,29,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,31,Alma,Bestvater,GER,1996,,,,,2T4z 2 7,31,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,31,Mailys,Piazzalunga,FRA,2001,,,,,2T3z 10 14,31,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,33,Rahil,Ramezani,IRI,2001,,,,,2T4z 4 11,33,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,33,Jennifer,Wood,GBR,1994,,,,,2T2z 13 13,33,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,35,Jessica,Pilz,AUT,1996,,,,,2T4z 5 7,35,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,35,Katja,Debevec,SLO,1995,,,,,1T4z 3 13,35,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,37,Chaehyun,SEO,KOR,2003,,,,,1T4z 4 22,37,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,37,Ievgeniia,Kazbekova,UKR,1996,,,,,2T4z 6 7,37,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,39,Hung Ying,Lee,TPE,1985,,,,,2T4z 7 6,39,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,39,Molly,Thompson-Smith,GBR,1997,,,,,1T3z 2 8,39,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,41,Emilie,Pupko,ISR,2003,,,,,1T3z 6 19,41,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,41,Oriane,Bertone,FRA,2005,,,,,1T5z 1 6,41,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,43,Tamara,Ulzhabayeva,KAZ,1987,,,,,1T2z 2 11,43,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,43,Margaryta,Zakharova,UKR,1995,,,,,1T5z 1 17,43,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,45,Valentina,Aguado,ARG,2001,,,,,1T5z 5 20,45,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,45,Hana,KOIKE,JPN,2005,,,,,1T2z 6 10,45,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,47,Tara,Hayes,GBR,1997,,,,,1T4z 4 10,47,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,47,Vana,Piccini,CRO,2002,,,,,1T1z 1 1,47,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,49,Mahya,Darabian,IRI,2002,,,,,1T3z 1 10,49,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,49,Ingrid,Kindlihagen,NOR,2002,,,,,1T1z 8 2,49,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,51,Irina,Kuzmenko,RUS,1995,,,,,1T1z 10 10,51,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,51,Polina,KULAGINA,RUS,2002,,,,,0T4z 0 26,51,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,53,Sunniva Eik,Haave,NOR,1997,,,,,0T3z 0 6,53,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,53,Anastasija,Teriochina,LTU,1987,,,,,1T1z 11 8,53,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,55,Alejandra,Contreras,CHI,2000,,,,,1T1z 12 12,55,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,55,Maya,Dreamer,ISR,2001,,,,,0T3z 0 14,55,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,55,Thea,Wulff,USA,2002,,,,,0T3z 0 14,55,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,58,Grace,Crowley,AUS,2003,,,,,0T2z 0 7,58,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,59,Thais Makino,Shiraiwa,BRA,1988,,,,,0T2z 0 14,59,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,59,Marketa,Janosova,CZE,2004,,,,,0T2z 0 4,59,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,61,Noa,Shiran,ISR,2001,,,,,0T2z 0 10,61,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,61,Zoe,GARCIA MOLINA,ARG,2004,,,,,0T1z 0 2,61,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,63,Nika,Potapova,UKR,2003,,,,,0T1z 0 3,63,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,63,Aida,Torres Illamola,ESP,2002,,,,,0T1z 0 2,63,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,65,Yael,Taub,ISR,1996,,,,,0T1z 0 5,65,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,65,Hsiu-Ju,Lin,TPE,1993,,,,,0T1z 0 4,65,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,65,Ignacia,Mellado Quinteros,CHI,2002,,,,,0T1z 0 4,65,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,68,Puntarika,Tunyavanich,THA,1990,,,,,0T1z 0 6,68,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,69,Tina Johnsen,Hafsaas,NOR,1994,,,,,0T1z 0 10,69,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,69,Agniete,Baltrune,LTU,1995,,,,,0T1z 0 6,69,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,71,Yevheniia,Cherniavska,UKR,1986,,,,,0T1z 0 15,71,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,71,Riley,Galloway,CAN,2003,,,,,0T1z 0 7,71,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,73,Assel,Marlenova,KAZ,1997,,,,,0T1z 0 12,73,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,73,GÜLAY,BALIK,TUR,2000,,,,,0T0z 0 0,73,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,73,Tetiana,Kolkotina,UKR,1992,,,,,0T0z 0 0,73,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,73,Patrícia,Antunes,BRA,1985,,,,,0T0z 0 0,73,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,73,Maryia,Vernikouskaya,BLR,2000,,,,,0T0z 0 0,73,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,78,Camila,Flores,BRA,1992,,,,,0T0z 0 0,78,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,78,Margarita,Agambayeva,KAZ,1999,,,,,0T0z 0 0,78,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,78,DURU GÜNEŞ,YALCIN,TUR,2004,,,,,0T0z 0 0,78,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,78,Carmen,Contreras,CHI,2004,,,,,0T0z 0 0,78,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,,Andrea,Rojas,ECU,1995,,,,,DNS,,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,boulder,Women,,Sunniva,Øvre-Eide,NOR,2004,,,,,DNS,,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,1,Yannick,Flohé,GER,1999,,,,,9,1,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,2,Philipp,Martin,GER,1994,,,,,48,2,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,3,Fedir,Samoilov,UKR,1997,,,,,60,3,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,4,Jan,Hojer,GER,1992,,,,,64,4,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,5,Carlos,Granja,ECU,1999,,,,,70,5,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,6,Kostiantyn,Pavlenko,UKR,1998,,,,,90,6,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,7,Chia Hsiang,Lin,TPE,1998,,,,,252,7,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,8,Sergii,Topishko,UKR,1988,,,,,450,8,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,9,Nickolaie,RIVADENEIRA ,ECU,2001,,,,,500,9,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,10,Yaroslav,Tkach,UKR,2001,,,,,546,10,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,11,Aaron,Peñaranda,ECU,2000,,,,,560,11,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,12,Gaurav,Kumar,IND,1994,,,,,1495,12,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,13,FERHAT,BEKMEZ,TUR,2003,,,,,1650,13,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,14,Joshua,Bruyns,RSA,2003,,,,,1932,14,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Men,15,TİMUR,TAŞ,TUR,2001,,,,,2730,15,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,1,Jessica,Pilz,AUT,1996,,,,,20,1,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,2,Mia,Krampl,SLO,2000,,,,,36,2,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,3,Elnaz,Rekabi,IRI,1989,,,,,42,3,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,4,Tamara,Ulzhabayeva,KAZ,1987,,,,,75,4,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,5,Hannah,Meul,GER,2001,,,,,90,5,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,6,Roxana,Wienand,GER,2000,,,,,100,6,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,7,Ievgeniia,Kazbekova,UKR,1996,,,,,132,7,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,8,Tetiana,Kolkotina,UKR,1992,,,,,242,8,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,9,Mahya,Darabian,IRI,2002,,,,,360,9,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,10,Margaryta,Zakharova,UKR,1995,,,,,472.5,10,,,,,,,,
Moscow,RUS,2021,LBSC,WCH,combined,Women,11,Nika,Potapova,UKR,2003,,,,,600,11,,,,,,,,
